ID_x,First Name_x,Last Name_x,Team,Position,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,gameweek,team_position,team_id,ID_y,First Name_y,Last Name_y,short_name,waiver_pick,Team Name
418,Kieran,Trippier,15,2,32,0,0,0,0,0,0,0,0,0,0,0,4,7.2,4.9,0.0,1.2,0,0.0,0.02,0.02,1.07,1,False,2,14.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
433,Morgan,Gibbs-White,16,3,90,1,0,1,0,0,0,0,0,0,0,2,35,48.8,34.2,55.0,13.8,1,0.47,0.02,0.49,0.14,10,False,2,13.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
514,Jarrod,Bowen,19,3,90,1,0,1,0,0,0,0,0,0,0,0,26,47.2,63.1,21.0,13.1,1,0.1,0.25,0.35,1.35,8,False,2,6.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
9,Gabriel,Martinelli Silva,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.65,1,False,3,9.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
47,Emiliano,Martínez Romero,2,1,90,0,0,0,1,0,0,0,0,0,2,0,12,15.6,0.0,0.0,1.6,1,0.0,0.0,0.0,0.45,2,False,3,1.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
52,Pau,Torres,2,2,90,0,0,0,1,0,0,0,0,0,0,0,7,8.8,1.1,0.0,1.0,1,0.0,0.0,0.0,0.45,2,False,3,4.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
82,Dominic,Solanke-Mitchell,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,3,15.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
110,Yoane,Wissa,4,4,90,1,0,0,1,0,0,0,0,0,0,2,36,41.2,37.1,69.0,14.7,1,1.09,0.25,1.34,1.57,8,False,3,11.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
163,Marc,Cucurella Saseta,6,2,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,4.3,2.0,2.4,1,0.0,0.01,0.01,0.44,2,False,3,14.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
182,Cole,Palmer,6,3,90,0,1,0,1,0,0,0,1,0,0,2,29,30.8,62.2,14.0,10.7,1,0.11,0.7,0.81,0.44,6,False,3,6.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
233,Amadou,Onana,2,3,61,1,0,1,0,0,0,0,1,0,0,2,23,36.0,18.0,43.0,9.7,1,0.45,0.03,0.48,0.17,9,False,3,10.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
255,Antonee,Robinson,9,2,90,0,1,0,1,0,0,0,1,0,0,0,21,29.0,16.2,0.0,4.5,1,0.0,0.06,0.06,0.45,4,False,3,5.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
317,Diogo,Teixeira da Silva,12,3,75,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,2.0,12.0,1.2,1,0.07,0.01,0.08,0.83,3,False,3,8.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
350,Joško,Gvardiol,13,2,87,0,0,0,1,0,0,0,0,0,0,0,15,21.8,8.6,33.0,6.3,1,0.1,0.45,0.55,0.64,2,False,3,2.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
361,Rúben,Gato Alves Dias,13,2,90,0,0,0,1,1,0,0,0,0,0,0,3,16.0,13.6,13.0,4.3,1,0.28,0.02,0.3,0.73,0,False,3,3.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
401,Alexander,Isak,15,4,90,1,0,0,1,0,0,0,0,0,0,3,32,34.6,1.3,45.0,8.1,1,1.0,0.01,1.01,1.26,9,False,3,13.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
413,Nick,Pope,15,1,90,0,0,0,1,0,0,0,0,0,6,0,16,34.8,0.0,0.0,3.5,1,0.0,0.0,0.0,1.26,4,False,3,12.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
503,Son,Heung-min,18,3,90,0,0,0,2,0,0,0,0,0,0,1,20,15.2,40.0,19.0,7.4,1,0.1,0.18,0.28,1.57,3,False,3,7.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
18,William,Saliba,1,2,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,1.3,0.0,2.3,1,0.0,0.01,0.01,1.83,2,False,3,3.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
78,Antoine,Semenyo,3,3,90,1,0,0,2,0,0,0,1,0,0,0,23,40.4,15.8,59.0,11.5,1,0.5,0.03,0.53,1.97,6,False,3,6.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
83,Marcus,Tavernier,3,3,90,0,0,0,2,0,0,0,0,0,0,0,6,21.0,30.8,81.0,13.3,1,0.66,0.22,0.88,1.97,2,False,3,8.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
148,Danny,Welbeck,5,4,84,0,0,0,1,0,0,0,0,0,0,0,3,0.4,2.8,6.0,0.9,1,0.1,0.01,0.11,2.08,2,False,3,13.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
177,Noni,Madueke,6,3,85,0,0,0,1,0,0,0,0,0,0,0,-2,5.0,3.9,41.0,5.0,1,0.59,0.04,0.63,0.25,2,False,3,9.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
207,Jean-Philippe,Mateta,7,4,68,0,0,0,1,0,0,0,0,0,0,0,6,0.0,1.4,2.0,0.2,1,0.02,0.0,0.02,1.87,2,False,3,10.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
245,Issa,Diop,9,2,90,0,0,0,1,0,0,0,0,0,0,0,5,13.8,11.3,11.0,3.6,1,0.17,0.01,0.18,0.45,2,False,3,2.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
248,Bernd,Leno,9,1,90,0,0,0,1,0,0,0,0,0,3,0,14,27.8,0.0,0.0,2.8,1,0.0,0.0,0.0,0.45,3,False,3,12.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
306,Jamie,Vardy,11,4,90,0,0,0,2,0,0,0,1,0,0,0,1,0.0,11.5,6.0,1.6,1,0.0,0.02,0.02,1.55,1,False,3,11.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
328,Mohamed,Salah,12,3,90,1,2,1,0,0,0,0,0,0,0,3,60,76.8,42.1,42.0,16.1,1,0.5,0.63,1.13,1.36,17,True,3,5.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
339,Virgil,van Dijk,12,2,90,0,0,1,0,0,0,0,1,0,0,0,28,30.4,11.0,0.0,4.1,1,0.0,0.03,0.03,1.36,5,False,3,15.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
342,Bernardo,Veiga de Carvalho e Silva,13,3,90,0,1,0,1,0,0,0,0,0,0,2,28,22.6,56.5,45.0,12.4,1,0.29,0.5,0.79,0.73,7,False,3,7.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
347,Ederson,Santana de Moraes,13,1,90,0,0,0,1,0,0,0,0,0,2,0,12,19.2,0.0,0.0,1.9,1,0.0,0.0,0.0,0.73,2,False,3,1.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
355,Rico,Lewis,13,2,90,0,1,0,1,0,0,0,0,0,0,1,24,35.6,16.8,8.0,6.0,1,0.09,0.09,0.18,0.73,6,False,3,4.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
505,Destiny,Udogie,18,2,90,0,0,0,2,0,0,0,0,0,0,0,8,10.2,15.2,2.0,2.7,1,0.0,0.02,0.02,1.57,1,False,3,14.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
3,Gabriel,dos Santos Magalhães,1,2,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,2,False,3,3.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
4,Kai,Havertz,1,4,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,8,False,3,11.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
268,Liam,Delap,10,4,80,1,0,0,1,0,0,0,0,0,0,1,30,38.2,13.3,33.0,8.5,1,0.21,0.0,0.21,0.9,7,False,3,9.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
310,Alisson,Ramses Becker,12,1,90,0,0,1,0,0,0,0,0,0,3,1,31,26.4,0.0,0.0,2.6,1,0.0,0.0,0.0,1.36,8,True,3,1.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
311,Trent,Alexander-Arnold,12,2,75,0,0,1,0,0,0,0,0,0,0,0,17,8.4,5.4,0.0,1.4,1,0.0,0.01,0.01,0.83,6,False,3,2.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
326,Ibrahima,Konaté,12,2,90,0,0,1,0,0,0,0,0,0,0,0,28,12.8,1.0,4.0,1.8,1,0.04,0.0,0.04,1.36,6,False,3,14.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
327,Luis,Díaz,12,3,65,2,0,1,0,0,0,0,0,0,0,2,45,67.6,1.3,56.0,12.5,1,0.6,0.01,0.61,0.49,15,True,3,7.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
340,Manuel,Akanji,13,2,90,0,0,0,1,0,0,0,1,0,0,0,5,18.8,9.8,0.0,2.9,1,0.0,0.04,0.04,0.73,1,False,3,4.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
345,Kevin,De Bruyne,13,3,87,0,0,0,1,0,0,0,1,0,0,0,20,18.6,92.3,46.0,15.7,1,0.27,0.64,0.91,0.64,1,False,3,8.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
366,Bruno,Borges Fernandes,14,3,90,0,0,0,3,0,0,0,0,0,0,0,16,11.6,9.6,3.0,2.4,1,0.02,0.07,0.09,1.73,2,False,3,6.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
369,Diogo,Dalot Teixeira,14,2,90,0,0,0,3,0,0,0,0,0,0,0,5,19.4,1.8,0.0,2.1,1,0.0,0.02,0.02,1.73,1,False,3,15.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
385,Marcus,Rashford,14,3,90,0,0,0,3,0,0,0,0,0,0,0,18,12.8,33.0,8.0,5.4,1,0.0,0.59,0.59,1.73,2,False,3,13.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
447,Chris,Wood,16,4,90,1,0,0,1,0,0,0,0,0,0,3,31,41.2,7.3,81.0,13.0,1,0.47,0.01,0.48,0.74,9,False,3,10.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
492,Dejan,Kulusevski,18,3,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,43.3,25.0,8.1,1,0.08,0.11,0.19,1.57,2,False,3,5.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
508,Guglielmo,Vicario,18,1,90,0,0,0,2,0,0,0,0,0,1,0,4,9.8,0.0,0.0,1.0,1,0.0,0.0,0.0,1.57,1,False,3,12.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
13,Martin,Ødegaard,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,2,False,3,7.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
15,David,Raya Martin,1,1,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0.0,0.0,3.4,1,0.0,0.01,0.01,1.83,2,False,3,1.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
24,Benjamin,White,1,2,90,0,0,0,1,0,0,0,0,0,0,0,8,22.0,0.8,5.0,2.8,1,0.04,0.0,0.04,1.83,2,False,3,2.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
45,Ian,Maatsen,2,2,11,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,2.0,0.4,0,0.01,0.0,0.01,0.05,1,False,3,15.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
136,Mitoma,Kaoru,5,3,84,0,0,0,1,0,0,0,0,0,0,0,13,5.8,27.0,12.0,4.5,1,0.04,0.14,0.18,2.08,2,False,3,6.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
180,Nicolas,Jackson,6,4,90,1,0,0,1,0,0,0,1,0,0,1,27,37.0,0.6,77.0,11.5,1,1.34,0.0,1.34,0.44,6,False,3,14.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
235,Jordan,Pickford,8,1,90,0,0,0,3,0,0,0,0,0,4,0,5,29.0,0.0,0.0,2.9,1,0.0,0.0,0.0,2.22,2,False,3,12.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
335,Andrew,Robertson,12,2,82,0,0,1,0,0,0,0,0,0,0,0,25,9.6,22.0,0.0,3.2,1,0.0,0.07,0.07,1.34,6,False,3,4.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
351,Erling,Haaland,13,4,90,3,0,0,1,0,0,0,0,0,0,3,93,106.8,11.1,66.0,18.4,1,1.71,0.11,1.82,0.73,17,True,3,10.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
389,Joshua,Zirkzee,14,4,85,0,0,0,3,0,0,0,1,0,0,0,-6,0.8,4.0,39.0,4.4,1,0.88,0.02,0.9,1.3,1,False,3,11.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
398,Anthony,Gordon,15,3,90,0,0,0,1,0,0,0,0,0,0,0,5,12.2,43.3,2.0,5.8,1,0.0,0.31,0.31,1.26,2,False,3,9.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
399,Lewis,Hall,15,2,22,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.1,0.0,0.6,0,0.0,0.0,0.0,0.27,1,False,3,13.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
494,James,Maddison,18,3,81,0,0,0,2,0,0,0,1,0,0,0,13,16.2,32.3,26.0,7.5,1,0.07,0.07,0.14,1.57,1,False,3,8.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
495,Pedro,Porro,18,2,90,0,0,0,2,0,0,0,0,0,0,0,4,16.0,15.9,23.0,5.5,1,0.21,0.17,0.38,1.57,1,False,3,3.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
621,João,Félix Sequeira,6,3,32,0,0,0,0,0,0,0,0,0,0,0,4,6.8,2.3,7.0,1.6,0,0.03,0.01,0.04,0.31,1,False,3,5.0,318423,321105,Diogo,Santana,DS,1,De tu Madre FC
17,Bukayo,Saka,1,3,90,0,1,0,1,0,0,0,0,0,0,1,21,34.8,21.2,88.0,14.4,1,0.95,0.2,1.15,1.83,6,False,3,5.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
36,Lucas,Digne,2,2,90,0,1,0,1,0,0,0,0,0,0,2,23,36.4,19.9,0.0,5.6,1,0.0,0.1,0.1,0.45,7,True,3,4.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
44,Ezri,Konsa Ngoyo,2,2,90,0,0,0,1,0,0,0,0,0,0,0,13,18.4,0.4,0.0,1.9,1,0.0,0.0,0.0,0.45,2,False,3,2.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
58,Ollie,Watkins,2,4,60,0,1,1,0,0,0,0,0,0,0,0,12,17.2,12.1,26.0,5.5,1,0.71,0.01,0.72,0.17,5,False,3,10.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
91,Mark,Flekken,4,1,90,0,0,0,1,0,0,0,0,0,5,0,18,37.4,0.0,0.0,3.7,1,0.0,0.0,0.0,1.57,3,False,3,1.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
99,Bryan,Mbeumo,4,3,90,2,0,0,1,0,0,0,1,0,0,3,64,82.8,41.0,54.0,17.8,1,0.81,0.34,1.15,1.57,14,True,3,8.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
199,Eberechi,Eze,7,3,90,1,0,0,1,0,0,0,0,0,0,3,31,38.6,17.8,19.0,7.5,1,0.19,0.06,0.25,2.27,10,True,3,13.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
211,Daniel,Muñoz,7,2,90,0,0,0,1,0,0,0,1,0,0,0,2,15.8,16.3,6.0,3.8,1,0.0,0.26,0.26,2.27,1,False,3,15.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
251,Rodrigo,Muniz Carvalho,9,4,78,0,0,0,1,0,0,0,0,0,0,0,6,2.6,0.5,21.0,2.4,1,0.34,0.01,0.35,0.36,2,False,3,9.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
316,Darwin,Núñez Ribeiro,12,4,14,0,0,0,0,0,0,0,0,0,0,0,3,2.4,1.1,1.0,0.5,0,0.15,0.0,0.15,0.53,1,False,3,11.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
380,Lisandro,Martínez,14,2,90,0,0,0,3,0,0,0,1,0,0,0,-5,9.6,1.3,4.0,1.5,1,0.34,0.01,0.35,1.73,0,False,3,14.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
383,André,Onana,14,1,90,0,0,0,3,0,0,0,0,0,0,0,-1,6.0,0.0,0.0,0.6,1,0.0,0.0,0.0,1.73,1,False,3,12.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
395,Dan,Burn,15,2,90,0,0,0,1,1,0,0,0,0,0,0,0,19.0,0.5,0.0,2.0,1,0.0,0.06,0.06,1.26,0,False,3,3.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
433,Morgan,Gibbs-White,16,3,90,0,0,0,1,0,0,0,1,0,0,0,13,14.6,36.7,55.0,10.6,1,0.13,0.7,0.83,0.74,1,False,3,7.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
514,Jarrod,Bowen,19,3,85,0,1,0,3,0,0,0,0,0,0,0,20,12.8,26.1,24.0,6.3,1,0.08,0.22,0.3,2.78,5,False,3,6.0,319681,322369,Bernardo,Moura,BM,5,Jurojocav2
9,Gabriel,Martinelli Silva,1,3,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,3,False,4,9.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
47,Emiliano,Martínez Romero,2,1,90,0,0,0,2,0,0,0,1,0,0,0,-3,4.0,0.0,0.0,0.4,1,0.0,0.0,0.0,0.9,0,False,4,12.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
52,Pau,Torres,2,2,90,0,0,0,2,0,0,0,0,0,0,0,7,17.2,13.8,0.0,3.1,1,0.0,0.04,0.04,0.9,1,False,4,4.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
110,Yoane,Wissa,4,4,45,1,0,0,2,0,0,0,0,0,0,2,31,33.8,4.8,35.0,7.4,1,0.34,0.0,0.34,0.68,7,False,4,14.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
129,João Pedro,Junqueira de Jesus,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,False,4,15.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
163,Marc,Cucurella Saseta,6,2,90,0,0,1,0,0,0,0,1,0,0,0,21,2.2,3.7,6.0,1.2,1,0.0,0.03,0.03,1.78,5,False,4,13.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
182,Cole,Palmer,6,3,90,0,0,1,0,0,0,0,0,0,0,0,15,11.8,13.3,0.0,2.5,1,0.0,0.03,0.03,1.78,3,False,4,6.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
233,Amadou,Onana,2,3,45,0,0,0,2,0,0,0,0,0,0,0,9,0.4,4.3,0.0,0.5,1,0.0,0.03,0.03,0.67,1,False,4,10.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
255,Antonee,Robinson,9,2,90,0,0,0,1,0,0,0,0,0,0,0,10,35.6,23.2,2.0,6.1,1,0.0,0.18,0.18,0.76,2,False,4,5.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
317,Diogo,Teixeira da Silva,12,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.9,43.0,4.5,1,0.3,0.0,0.3,0.14,1,False,4,8.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
350,Joško,Gvardiol,13,2,45,0,0,0,0,0,0,0,0,0,0,0,6,4.2,14.4,6.0,2.5,0,0.0,0.14,0.14,0.04,1,False,4,2.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
361,Rúben,Gato Alves Dias,13,2,6,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.04,1,False,4,3.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
401,Alexander,Isak,15,4,45,0,0,0,1,0,0,0,0,0,0,0,1,0.6,15.4,5.0,2.1,1,0.06,0.16,0.22,0.63,1,False,4,11.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
413,Nick,Pope,15,1,90,0,0,0,1,0,0,0,0,0,4,0,12,33.6,0.0,0.0,3.4,1,0.0,0.0,0.0,0.99,3,False,4,1.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
503,Son,Heung-min,18,3,90,0,0,0,1,0,0,0,0,0,0,0,13,8.8,19.9,8.0,3.7,1,0.04,0.13,0.17,0.73,2,False,4,7.0,295362,297743,Lourenço,Marvão,LM,3,Los Porro Hermanos
18,William,Saliba,1,2,90,0,0,1,0,0,0,0,1,0,0,0,22,8.2,0.4,2.0,1.1,1,0.0,0.01,0.01,0.74,5,False,4,15.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
78,Antoine,Semenyo,3,3,90,0,0,0,1,0,0,0,1,0,0,0,4,0.0,2.3,13.0,1.2,1,0.1,0.03,0.13,0.78,1,False,4,7.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
83,Marcus,Tavernier,3,3,82,0,0,1,0,0,0,0,0,0,0,0,9,14.8,34.7,24.0,7.4,1,0.1,0.26,0.36,0.48,3,False,4,9.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
120,Lewis,Dunk,5,2,90,0,0,1,0,0,0,0,0,0,0,0,26,10.4,1.3,2.0,1.4,1,0.09,0.01,0.1,0.35,6,False,4,2.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
148,Danny,Welbeck,5,4,84,0,0,1,0,0,0,0,0,0,0,0,5,2.4,5.5,49.0,5.7,1,0.18,0.13,0.31,0.35,2,False,4,10.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
177,Noni,Madueke,6,3,60,0,0,1,0,0,0,0,0,0,0,0,11,3.2,14.4,8.0,2.6,1,0.11,0.0,0.11,1.55,3,False,4,5.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
207,Jean-Philippe,Mateta,7,4,90,2,0,0,2,0,0,0,0,0,0,3,52,62.4,4.5,59.0,12.6,1,1.36,0.01,1.37,1.23,13,True,4,11.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
248,Bernd,Leno,9,1,90,0,0,0,1,0,0,0,0,0,2,0,12,19.0,0.0,0.0,1.9,1,0.0,0.0,0.0,0.76,2,False,4,12.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
306,Jamie,Vardy,11,4,90,1,0,0,2,0,0,0,0,0,0,2,34,38.6,13.3,23.0,7.5,1,0.64,0.05,0.69,2.55,8,False,4,14.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
328,Mohamed,Salah,12,3,90,0,0,0,1,0,0,0,0,0,0,0,9,10.2,20.0,53.0,8.3,1,0.13,0.13,0.26,0.44,2,False,4,6.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
339,Virgil,van Dijk,12,2,90,0,0,0,1,0,0,0,0,0,0,0,9,28.6,2.2,14.0,4.5,1,0.14,0.02,0.16,0.44,2,False,4,3.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
342,Bernardo,Veiga de Carvalho e Silva,13,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.04,1,False,4,8.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
347,Ederson,Santana de Moraes,13,1,90,0,1,0,1,0,0,0,0,0,5,1,26,55.8,10.0,0.0,6.6,1,0.0,0.01,0.01,0.96,7,False,4,1.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
355,Rico,Lewis,13,2,45,0,0,0,1,0,0,0,0,0,0,0,1,13.6,12.8,2.0,2.8,1,0.0,0.02,0.02,0.92,1,False,4,4.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
594,Noussair,Mazraoui,14,2,73,0,0,1,0,0,0,0,0,0,0,0,27,7.0,8.2,13.0,2.8,1,0.12,0.34,0.46,1.12,6,False,4,13.0,302714,305243,Clev,Clevinson Rodriguez,CC,2,Eze Come Eze Go
3,Gabriel,dos Santos Magalhães,1,2,90,1,0,1,0,0,0,0,0,0,0,3,40,58.0,0.7,35.0,9.4,1,0.27,0.0,0.27,0.74,15,True,4,14.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
4,Kai,Havertz,1,4,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.0,0.14,0.74,2,False,4,10.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
268,Liam,Delap,10,4,58,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,3.0,7.0,0.8,1,0.21,0.0,0.21,1.22,1,False,4,11.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
310,Alisson,Ramses Becker,12,1,90,0,0,0,1,0,0,0,0,0,2,0,7,18.8,0.0,0.0,1.9,1,0.0,0.0,0.0,0.44,2,False,4,1.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
311,Trent,Alexander-Arnold,12,2,90,0,0,0,1,0,0,0,1,0,0,0,1,23.4,62.0,4.0,8.9,1,0.02,0.33,0.35,0.44,1,False,4,2.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
326,Ibrahima,Konaté,12,2,74,0,0,0,1,0,0,0,0,0,0,0,9,12.6,11.6,0.0,2.4,1,0.0,0.02,0.02,0.25,2,False,4,4.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
327,Luis,Díaz,12,3,60,0,0,1,0,0,0,0,0,0,0,0,6,3.4,3.8,8.0,1.5,1,0.11,0.03,0.14,0.14,3,False,4,7.0,307954,310584,Tiago,Duarte,TD,4,Avengers Assemble
